[Script Info]
; Script generated by Aegisub 2.1.8
; http://www.aegisub.org/
PlayResX: 640
PlayResY: 480
ScriptType: v4.00+
Video Aspect Ratio: 0
Video Zoom: 6
Video Position: 0

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Main01,Arial,26,&H00FFFFFF,&H0000FFFF,&H00000000,&H7F404040,-1,0,0,0,100,100,0,0,1,2,1,2,80,80,30,0
Style: On Screen,Arial,24,&H0072F9FB,&H000000FF,&H00000000,&H00000000,-1,0,0,0,100,100,0,0,1,2,1,8,30,30,15,0
Style: Main02,Arial,26,&H00FFFFFF,&H0000FFFF,&H00000000,&H7F404040,-1,0,0,0,100,100,0,0,1,2,1,2,25,25,30,0
Style: On Screen red,Arial,26,&H00E9FFED,&H000000FF,&H00321F99,&H00000000,-1,0,0,0,100,100,0,0,1,2,1,8,1,1,15,0

[Events]
Format: Layer, Start, End, Style, Name, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:11:35.69,0:11:37.08,Main01,Kagura,0000,0000,0000,,Vykoupala jsme se,
Dialogue: 0,0:11:38.32,0:11:40.71,Main01,Kagura,0000,0000,0000,,Ale mám problémy s dýcháním a nemůžu usnout!
Dialogue: 0,0:11:41.56,0:11:44.54,Main01,Gintoki,0000,0000,0000,,Kdo ti řekl že se máš nažrat tak moc že budeš muset začít dýchat přes bránici?!
Dialogue: 0,0:11:44.54,0:11:46.49,Main01,Gintoki,0000,0000,0000,,Jasně že nemůžeš usnout když jsi přejezená!
Dialogue: 0,0:11:46.49,0:11:47.69,Main01,Kagura,0000,0000,0000,,Ale...
Dialogue: 0,0:11:47.69,0:11:51.27,Main01,Kagura,0000,0000,0000,,Tys toho jídla udělal tolik...
Dialogue: 0,0:11:51.27,0:11:53.39,Main01,Gintoki,0000,0000,0000,,Zbytek byl na snídani!
Dialogue: 0,0:11:53.39,0:11:55.68,Main01,Gintoki,0000,0000,0000,,Proč jsi snědla i můj podíl hloupý spratku?!
Dialogue: 0,0:11:55.68,0:11:57.09,Main01,Kagura,0000,0000,0000,,je to zbytečné...
Dialogue: 0,0:11:57.09,0:11:59.77,Main01,Kagura,0000,0000,0000,,to je bolest že se ani neotočím...
Dialogue: 0,0:11:59.77,0:12:02.30,Main01,Kagura,0000,0000,0000,,Půjdu si zaběhat dokud nezformuju svou postavu...
Dialogue: 0,0:12:02.30,0:12:03.55,Main01,Kagura,0000,0000,0000,,Tak já si zaběhám.
Dialogue: 0,0:11:59.77,0:12:06.79,On Screen,Kagura,0000,0000,0000,,[Note: "Zformovat se běháním" byla manga JUMPU z 80. let.]
Dialogue: 0,0:12:03.55,0:12:05.78,Main01,Gintoki,0000,0000,0000,,Kdo řekl abys byla duchaplná?!
Dialogue: 0,0:12:05.78,0:12:06.79,Main01,Gintoki,0000,0000,0000,,Nech toho!
Dialogue: 0,0:12:06.79,0:12:09.23,Main01,Gintoki,0000,0000,0000,,Budeme tam kde jsme začali!
Dialogue: 0,0:12:09.23,0:12:10.58,Main01,Gintoki,0000,0000,0000,,Ah...
Dialogue: 0,0:12:10.58,0:12:11.73,Main01,Gintoki,0000,0000,0000,,Fajn.
Dialogue: 0,0:12:11.73,0:12:13.07,Main01,Gintoki,0000,0000,0000,,Zítra nemusíš pracovat.
Dialogue: 0,0:12:13.07,0:12:14.90,Main01,Gintoki,0000,0000,0000,,Shinpachi a já to zvládneme.
Dialogue: 0,0:12:15.32,0:12:17.33,Main01,Gintoki,0000,0000,0000,,Tak se nenuť ke spánku.
Dialogue: 0,0:12:17.33,0:12:19.70,Main01,Gintoki,0000,0000,0000,,Ale nech mě spát, jo?
Dialogue: 0,0:12:19.70,0:12:20.68,Main01,Kagura,0000,0000,0000,,Ne!
Dialogue: 0,0:12:20.68,0:12:22.71,Main01,Kagura,0000,0000,0000,,Být dlouho vzhůru je špatné pro mou pleť!
Dialogue: 0,0:12:22.71,0:12:26.13,Main01,Gintoki,0000,0000,0000,,Někdo, jehož žaludek je celý nacpaný by neměl mluvit o péči o pleť!
Dialogue: 0,0:12:26.13,0:12:27.23,Main01,Gintoki,0000,0000,0000,,No tak.
Dialogue: 0,0:12:27.23,0:12:28.28,Main01,Gintoki,0000,0000,0000,,Už jsou 4:00.
Dialogue: 0,0:12:28.28,0:12:29.59,Main01,Gintoki,0000,0000,0000,,Musíme vstávat v 7:00 ráno.
Dialogue: 0,0:12:29.59,0:12:30.84,Main01,Gintoki,0000,0000,0000,,To je za tři hodiny.
Dialogue: 0,0:12:30.84,0:12:34.20,Main01,Gintoki,0000,0000,0000,,Více spánku měl i hajzl Napoleon ve své mámě poránu!
Dialogue: 0,0:12:34.20,0:12:36.76,Main01,Gintoki,0000,0000,0000,,Určitě by žadonil o misku polévky miso.
Dialogue: 0,0:12:36.76,0:12:39.89,Main01,Gintoki,0000,0000,0000,,"Slovo lilek není v mém slvoníku."
Dialogue: 0,0:12:42.69,0:12:44.08,Main01,Kagura,0000,0000,0000,,Jasně.
Dialogue: 0,0:12:44.08,0:12:45.57,Main01,Kagura,0000,0000,0000,,Přestanu dělat povyk.
Dialogue: 0,0:12:45.57,0:12:48.00,Main01,Kagura,0000,0000,0000,,Už tě nebudu otravovat.
Dialogue: 0,0:12:48.00,0:12:49.98,Main01,Kagura,0000,0000,0000,,Už jsi mi dal najíst.
Dialogue: 0,0:12:53.61,0:12:57.33,Main01,Kagura,0000,0000,0000,,ale když je tu takové ticho, myslím na ty věci.
Dialogue: 0,0:12:57.33,0:12:59.63,Main01,Kagura,0000,0000,0000,,Můžu zapnout rádio?
Dialogue: 0,0:12:59.92,0:13:01.76,Main01,Gintoki,0000,0000,0000,,když bude potichu.
Dialogue: 0,0:13:06.00,0:13:08.78,Main01,DJ,0000,0000,0000,,Vlak Mladé Noci!
Dialogue: 0,0:13:08.78,0:13:10.67,Main01,DJ,0000,0000,0000,,Tak začněme!
Dialogue: 0,0:13:11.00,0:13:15.06,Main01,DJ,0000,0000,0000,,To je DJ Junnijiro, někdo si nechá odstranit ledvinové kameny,
Dialogue: 0,0:13:15.06,0:13:17.05,Main01,DJ,0000,0000,0000,,s příběhy které vás rozbrečí do 3 minut!
Dialogue: 0,0:13:23.26,0:13:26.50,Main01,DJ,0000,0000,0000,,Vlak Mladé Noci!
Dialogue: 0,0:13:27.91,0:13:30.02,Main01,DJ,0000,0000,0000,,Tak začněme!
Dialogue: 0,0:13:30.23,0:13:33.89,Main01,DJ,0000,0000,0000,,To je DJ Junnijiro s příběhy, které vás rozbrečí do 3 minut!
Dialogue: 0,0:13:34.61,0:13:36.68,Main01,DJ,0000,0000,0000,,Dovolte mi představit první dopis.
Dialogue: 0,0:13:36.68,0:13:38.67,Main01,DJ,0000,0000,0000,,Ten dopis je z Rádia Jménem Tom.
Dialogue: 0,0:13:40.73,0:13:42.29,Main01,DJ,0000,0000,0000,,"Pardon, Jerry."
Dialogue: 0,0:13:40.73,0:13:45.02,On Screen,DJ,0000,0000,0000,,[Note: Z Tom a Jerry.]
Dialogue: 0,0:13:45.02,0:13:49.21,Main01,N,0000,0000,0000,,Nikdy nezapomenu na mého prvního kamaráda.
Dialogue: 0,0:13:49.21,0:13:51.26,Main01,N,0000,0000,0000,,Stalo se to v létě před deseti lety.
Dialogue: 0,0:13:53.76,0:13:59.26,Main01,N,0000,0000,0000,,Byla jsem stydlivé a tiché dítě, vždy jsem si hrála sama.
Dialogue: 0,0:13:59.75,0:14:02.27,Main01,N,0000,0000,0000,,Tak mi otec koupil kamaráda.
Dialogue: 0,0:14:03.08,0:14:05.33,Main01,N,0000,0000,0000,,Byl to Jerry.
Dialogue: 0,0:14:10.55,0:14:12.96,Main01,N,0000,0000,0000,,Jerry a já jsme byli vždy spolu.
Dialogue: 0,0:14:12.96,0:14:14.74,Main01,N,0000,0000,0000,,Všude jsme chodili spolu.
Dialogue: 0,0:14:15.43,0:14:17.29,Main01,N,0000,0000,0000,,Všechno jsme dělali spolu.
Dialogue: 0,0:14:18.21,0:14:21.26,Main01,N,0000,0000,0000,,Jako praví kamarádi.
Dialogue: 0,0:14:22.92,0:14:24.75,Main01,N,0000,0000,0000,,Naučila jsem ho mnoho triků.
Dialogue: 0,0:14:25.79,0:14:27.12,Main01,Tom,0000,0000,0000,,Čekej!
Dialogue: 0,0:14:31.00,0:14:33.02,Main01,N,0000,0000,0000,,Jerryho nejlepší trik bylo čekání.
Dialogue: 0,0:14:33.67,0:14:35.79,Main01,N,0000,0000,0000,,Čekal tak dlouho dokud jsme mu neřekla,
Dialogue: 0,0:14:35.79,0:14:39.07,Main01,N,0000,0000,0000,,I když před ním bylo žrádlo.
Dialogue: 0,0:14:41.34,0:14:44.26,Main01,N,0000,0000,0000,,Kromě Jerryho jsem nepotřebovala jiné kamarády.
Dialogue: 0,0:14:44.26,0:14:47.45,Main01,N,0000,0000,0000,,Tak jsme to tehdy cítila.
Dialogue: 0,0:14:48.34,0:14:50.34,Main01,N,0000,0000,0000,,Ale na druhou stranu,
Dialogue: 0,0:14:50.34,0:14:54.75,Main01,N,0000,0000,0000,,se začalo oběvovat více dětí, které se zajímaly o Jerryho.
Dialogue: 0,0:14:56.36,0:15:01.40,Main01,N,0000,0000,0000,,Další věc, kterou jsem věděla, byla že jsem získala kromě Jerryho hodně přátel.
Dialogue: 0,0:15:01.40,0:15:02.71,Main01,Tom,0000,0000,0000,,Počkat.
Dialogue: 0,0:15:07.29,0:15:12.36,Main01,N,0000,0000,0000,,netrvalo dlouho, a můj zájem o Jerryho se přesunul na jiné věci.
Dialogue: 0,0:15:13.61,0:15:17.79,Main01,N,0000,0000,0000,,Jerry toužil hrát si semnou, jako kdysi.
Dialogue: 0,0:15:17.79,0:15:19.76,Main01,N,0000,0000,0000,,Jerry na mě štěkal.
Dialogue: 0,0:15:20.16,0:15:23.29,Main01,N,0000,0000,0000,,To jeho triky přišly vhod.
Dialogue: 0,0:15:24.02,0:15:26.15,Main01,N,0000,0000,0000,,Říkala jsem Jerrymu jen jedno slovo.
Dialogue: 0,0:15:26.15,0:15:27.65,Main01,N,0000,0000,0000,,"Čekej."
Dialogue: 0,0:15:27.65,0:15:31.42,Main01,N,0000,0000,0000,,Jerry vždy čekal na můj návrat.
Dialogue: 0,0:15:32.13,0:15:33.63,Main01,N,0000,0000,0000,,Ani se nehnul.
Dialogue: 0,0:15:33.63,0:15:36.17,Main01,N,0000,0000,0000,,Čekal na můj návrat.
Dialogue: 0,0:15:38.99,0:15:42.23,Main01,N,0000,0000,0000,,Náhodou, měl můj otec problémy s obchodem,
Dialogue: 0,0:15:42.23,0:15:44.65,Main01,N,0000,0000,0000,,a má rodina se dostala na dno.
Dialogue: 0,0:15:45.68,0:15:48.05,Main01,N,0000,0000,0000,,Pronásledováni dlužníci
Dialogue: 0,0:15:48.05,0:15:50.39,Main01,N,0000,0000,0000,,byli jsme donuceni k útěku, jen s oblečením na zádech.
Dialogue: 0,0:15:51.95,0:15:55.30,Main01,N,0000,0000,0000,,I když jsem byla jen dítě
Dialogue: 0,0:15:55.30,0:15:59.87,Main01,N,0000,0000,0000,,byla jsem schopna pochopit situaci, pochopila jsem co je třeba opustit.
Dialogue: 0,0:16:02.47,0:16:04.79,Main01,N,0000,0000,0000,,Asi si uvědomil svůj vlastní osud.
Dialogue: 0,0:16:04.79,0:16:08.56,Main01,N,0000,0000,0000,,Jerry mě honil bezpřestání.
Dialogue: 0,0:16:18.78,0:16:19.74,Main01,Tom,0000,0000,0000,,čekej!
Dialogue: 0,0:16:20.82,0:16:24.23,Main01,N,0000,0000,0000,,Obdržel obvykle slovo, mým chladným hlasem.
Dialogue: 0,0:16:27.87,0:16:28.94,Main01,N,0000,0000,0000,,čekej.
Dialogue: 0,0:16:31.12,0:16:35.56,Main01,N,0000,0000,0000,,Nechala jsem tam Jerryho, ani jsem se neohlédla.
Dialogue: 0,0:16:40.37,0:16:45.23,Main01,N,0000,0000,0000,,O pár měsíců později jsem se vrátila na to místo.
Dialogue: 0,0:16:46.07,0:16:49.37,Main01,N,0000,0000,0000,,Už jsem se přestěhovala do vzdáleného města
Dialogue: 0,0:16:49.37,0:16:52.65,Main01,N,0000,0000,0000,,ale nemohla jsem přestat na Jerryho myslet.
Dialogue: 0,0:16:53.23,0:16:55.34,Main01,N,0000,0000,0000,,Jerry je určitě v pořádku.
Dialogue: 0,0:16:55.34,0:16:57.62,Main01,N,0000,0000,0000,,Někdo si ho vzal.
Dialogue: 0,0:16:58.82,0:17:02.73,Main01,N,0000,0000,0000,,Ve zpětném pohledu, jsem si chtěla ulevit mému svědomí,
Dialogue: 0,0:17:03.34,0:17:08.51,Main01,N,0000,0000,0000,,Chtěla jsem vidět Jerryho zdravého tak brzy jak to šlo,
Dialogue: 0,0:17:08.51,0:17:10.75,Main01,N,0000,0000,0000,,abych necítila vinu.
Dialogue: 0,0:17:15.69,0:17:19.63,Main01,N,0000,0000,0000,,Jerry se nestal něčím mazlíčkem, ani hnijící mrtvolou.
Dialogue: 0,0:17:20.49,0:17:23.49,Main01,N,0000,0000,0000,,Jerry na mě čekal.
Dialogue: 0,0:17:24.19,0:17:25.97,Main01,N,0000,0000,0000,,Ani se nehnul.
Dialogue: 0,0:17:25.97,0:17:28.20,Main01,N,0000,0000,0000,,Čekal na můj zvárat.
Dialogue: 0,0:17:30.38,0:17:32.42,Main01,Old man,0000,0000,0000,,Smutné, že?
Dialogue: 0,0:17:32.42,0:17:36.08,Main01,Old man,0000,0000,0000,,Dávno ho tady někdo opustil.
Dialogue: 0,0:17:36.08,0:17:39.13,Main01,Old man,0000,0000,0000,,Pár lidí si ho chtělo vzít sebou,
Dialogue: 0,0:17:39.13,0:17:42.80,Main01,Old man,0000,0000,0000,,nebo ho alespoň nakrmit.
Dialogue: 0,0:17:42.80,0:17:48.80,Main01,Old man,0000,0000,0000,,Ale tenhle chlapec vše odmítl
Dialogue: 0,0:17:48.80,0:17:52.90,Main01,Old man,0000,0000,0000,,Po čase, mu lidé přestali věnovat pozornost.
Dialogue: 0,0:17:53.95,0:17:59.63,Main01,Old man,0000,0000,0000,,Nemohl očekávat že se jeho majitel vrátí.
Dialogue: 0,0:17:59.63,0:18:03.10,Main01,Old man,0000,0000,0000,,Je to smutný příběh.
Dialogue: 0,0:18:06.15,0:18:09.05,Main01,N,0000,0000,0000,,Natáhla jsem se a jemně jsem pohladila jeho hlavu,
Dialogue: 0,0:18:09.65,0:18:12.59,Main01,N,0000,0000,0000,,a jeho víčka se pomalu otevřely a podíval se na mě.
Dialogue: 0,0:18:14.15,0:18:18.02,Main01,N,0000,0000,0000,,Jerryho ocas se slaboučce pohnul.
Dialogue: 0,0:18:19.11,0:18:22.16,Main01,N,0000,0000,0000,,Poté se už nikdy nepohnul.
Dialogue: 0,0:18:25.52,0:18:27.15,Main01,Old man,0000,0000,0000,,Mladá dámo...
Dialogue: 0,0:18:27.15,0:18:30.62,Main01,Old man,0000,0000,0000,,Vidím žes byla jeho majitelka.
Dialogue: 0,0:18:32.37,0:18:36.36,Main01,Tom,0000,0000,0000,,Jerry čekal až se vrátím!
Dialogue: 0,0:18:36.36,0:18:38.25,Main01,Tom,0000,0000,0000,,Čekal celou dobu...
Dialogue: 0,0:18:38.25,0:18:39.66,Main01,Tom,0000,0000,0000,,Celou dobu...
Dialogue: 0,0:18:42.25,0:18:43.62,Main01,Tom,0000,0000,0000,,Jerry!
Dialogue: 0,0:18:44.60,0:18:47.38,Main01,Tom,0000,0000,0000,,Jak se ti mám omluvit?!
Dialogue: 0,0:18:47.38,0:18:49.64,Main01,Tom,0000,0000,0000,,Kolikrát se ti mám omluvit?!
Dialogue: 0,0:18:49.64,0:18:52.68,Main01,Tom,0000,0000,0000,,Tolik jsi mi dal!
Dialogue: 0,0:18:52.68,0:18:56.06,Main01,Tom,0000,0000,0000,,Naučil jsi mě jak se zbavit mé osamělosti!
Dialogue: 0,0:18:56.06,0:18:58.32,Main01,Tom,0000,0000,0000,,Otevřel jsi mi celý svět!
Dialogue: 0,0:18:59.43,0:19:02.28,Main01,Tom,0000,0000,0000,,Byl jsi můj první přítel!
Dialogue: 0,0:19:02.28,0:19:03.42,Main01,Tom,0000,0000,0000,,A přesto...
Dialogue: 0,0:19:03.42,0:19:04.62,Main01,Tom,0000,0000,0000,,Já...
Dialogue: 0,0:19:04.62,0:19:06.01,Main01,Tom,0000,0000,0000,,Já...
Dialogue: 0,0:19:06.96,0:19:10.03,Main01,Tom,0000,0000,0000,,Já jsem mému příteli udělala tak hroznou věc!
Dialogue: 0,0:19:12.19,0:19:14.72,Main01,Old man,0000,0000,0000,,Není třeba se omlouvat.
Dialogue: 0,0:19:14.72,0:19:17.41,Main01,Old man,0000,0000,0000,,Vždy na tebe čekal
Dialogue: 0,0:19:17.41,0:19:19.84,Main01,Old man,0000,0000,0000,,A tys přišla.
Dialogue: 0,0:19:19.84,0:19:21.89,Main01,Old man,0000,0000,0000,,Co víc by potřeboval?
Dialogue: 0,0:19:22.46,0:19:26.88,Main01,Old man,0000,0000,0000,,Musel být šťastný že se nakonec setkal se svým majitelem.
Dialogue: 0,0:19:26.88,0:19:29.38,Main01,Tom,0000,0000,0000,,To není pravda! musel mě nenávidět!
Dialogue: 0,0:19:29.38,0:19:33.33,Main01,Tom,0000,0000,0000,,Protože já jsem způsobila Jerryho smrt!
Dialogue: 0,0:19:33.33,0:19:35.71,Main01,Old man,0000,0000,0000,,Jerry není mrtvý.
Dialogue: 0,0:19:35.71,0:19:37.28,Main01,Old man,0000,0000,0000,,Je stále naživu.
Dialogue: 0,0:19:37.28,0:19:38.38,Main01,Tom,0000,0000,0000,Kde?!
Dialogue: 0,0:19:38.38,0:19:40.04,Main01,Tom,0000,0000,0000,,Kde je?!
Dialogue: 0,0:19:40.61,0:19:42.56,Main01,Old man,0000,0000,0000,,Samozřejmě...
Dialogue: 0,0:19:44.09,0:19:47.36,Main01,Old man,0000,0000,0000,,Přímo zatebou!
Dialogue: 0,0:19:54.63,0:19:56.36,Main01,Gintoki,0000,0000,0000,,Co to je?
Dialogue: 0,0:19:56.36,0:19:57.88,Main01,Gintoki,0000,0000,0000,,Co to je za příběh
Dialogue: 0,0:19:57.88,0:20:00.80,Main01,Gintoki,0000,0000,0000,,Proč se doják změnil v horor?!
Dialogue: 0,0:20:00.80,0:20:02.63,Main01,Gintoki,0000,0000,0000,,Jak to může někoho rozbrečet?!
Dialogue: 0,0:20:02.63,0:20:04.54,Main01,Gintoki,0000,0000,0000,,Je to jako křik teroru!
Dialogue: 0,0:20:05.02,0:20:08.73,Main01,Gintoki,0000,0000,0000,,Nemůžu usnout když jsem slyšel tak hrozný příběh!
Dialogue: 0,0:20:08.73,0:20:11.86,Main01,Gintoki,0000,0000,0000,,Situace se teď pěkně zkomplikovala!
Dialogue: 0,0:20:11.86,0:20:13.19,Main01,Gintoki,0000,0000,0000,,Vážně jsem přestal být opatrný.
Dialogue: 0,0:20:13.65,0:20:16.17,Main01,Gintoki,0000,0000,0000,,Ne že bych byl vyděšený.
Dialogue: 0,0:20:16.17,0:20:17.34,Main01,Gintoki,0000,0000,0000,,Hey, Kagura!
Dialogue: 0,0:20:17.34,0:20:18.71,Main01,Gintoki,0000,0000,0000,,Už žádné rádio!
Dialogue: 0,0:20:18.71,0:20:19.81,Main01,Gintoki,0000,0000,0000,,Nemůžu to poslouchat...
Dialogue: 0,0:20:23.77,0:20:26.44,Main01,Gintoki,0000,0000,0000,,H-Huh? Usla.
Dialogue: 0,0:20:28.98,0:20:30.74,Main01,Gintoki,0000,0000,0000,,V-Vážně...
Dialogue: 0,0:20:30.74,0:20:32.62,Main01,Gintoki,0000,0000,0000,,Konečně usla?
Dialogue: 0,0:20:32.62,0:20:34.60,Main01,Gintoki,0000,0000,0000,,Způsobila tolik problémů.
Dialogue: 0,0:20:35.10,0:20:37.14,Main01,Gintoki,0000,0000,0000,,To je úleva...
Dialogue: 0,0:20:37.14,0:20:39.99,Main01,Gintoki,0000,0000,0000,,Te´d můžu usnout v klidu.
Dialogue: 0,0:20:39.99,0:20:42.06,Main01,Gintoki,0000,0000,0000,,Tak si půjdu taky lehnout.
Dialogue: 0,0:20:57.15,0:21:00.56,Main01,Old man,0000,0000,0000,,Přímo zatebou!
Dialogue: 0,0:21:04.28,0:21:06.48,Main01,Gintoki,0000,0000,0000,,Y-Yeah, jasně...
Dialogue: 0,0:21:07.56,0:21:08.93,Main01,Gintoki,0000,0000,0000,,Víš...
Dialogue: 0,0:21:08.93,0:21:12.06,Main01,Gintoki,0000,0000,0000,,ten šílený příběh nestačí na to aby mě vystrašil.
Dialogue: 0,0:21:12.48,0:21:14.24,Main01,Gintoki,0000,0000,0000,,I když mě docela překvapil.
Dialogue: 0,0:21:14.24,0:21:15.70,Main01,Gintoki,0000,0000,0000,,Byla to komedie.
Dialogue: 0,0:21:15.70,0:21:18.00,Main01,Gintoki,0000,0000,0000,,Mezi hororem a komedií není téměř žádný rozdíl.
Dialogue: 0,0:21:18.00,0:21:18.99,Main01,Gintoki,0000,0000,0000,,Bylo to úplně...
Dialogue: 0,0:21:18.99,0:21:21.72,Main01,Old man,0000,0000,0000,,Přímo zatebou!
Dialogue: 0,0:21:23.66,0:21:25.11,Main01,Gintoki,0000,0000,0000,,D-Dohajzlu...
Dialogue: 0,0:21:25.11,0:21:28.00,Main01,Gintoki,0000,0000,0000,,Začínám slyšel věci protože jsem neměl dost spánku
Dialogue: 0,0:21:28.00,0:21:31.77,Main01,Gintoki,0000,0000,0000,,Hey, now {\i1}I{\i0} can't fall asleep...?
Dialogue: 0,0:21:43.79,0:21:45.96,Main01,Gintoki,0000,0000,0000,,Ah. promiń jestli jsem tě vzbudil, Kagura.
Dialogue: 0,0:21:45.96,0:21:47.78,Main01,Gintoki,0000,0000,0000,,Zdá se že jsem nemocný.
Dialogue: 0,0:21:50.72,0:21:53.31,Main01,Gintoki,0000,0000,0000,,K-Kagura-chan.Jsi vzhůru že?
Dialogue: 0,0:21:53.31,0:21:55.77,Main01,Gintoki,0000,0000,0000,,Před chvíli jsi byla určitě vzhůru.
Dialogue: 0,0:21:55.77,0:21:57.89,Main01,Gintoki,0000,0000,0000,,To není vtipné. Vážně.
Dialogue: 0,0:22:03.92,0:22:05.48,Main01,Gintoki,0000,0000,0000,,Kagura-chan?
Dialogue: 0,0:22:05.48,0:22:06.82,Main01,Gintoki,0000,0000,0000,,Hey, posloucháš?
Dialogue: 0,0:22:06.82,0:22:08.52,Main01,Gintoki,0000,0000,0000,,Jsi vzhůru, že?
Dialogue: 0,0:22:08.52,0:22:10.07,Main01,Gintoki,0000,0000,0000,,Vzhůru, že?
Dialogue: 0,0:22:13.80,0:22:15.11,Main01,Gintoki,0000,0000,0000,,Vzbuď se!
Dialogue: 0,0:22:15.11,0:22:16.59,Main01,Gintoki,0000,0000,0000,,Nezahrávej si semnou!
Dialogue: 0,0:22:16.59,0:22:19.95,Main01,Gintoki,0000,0000,0000,,Kolik úsilí si myslíš že jsem vynaložil abych tě uspal?!
Dialogue: 0,0:22:19.95,0:22:22.42,Main01,Gintoki,0000,0000,0000,,Opustila jsi mě ve chvíli kdy jsi dostala cos chtěla?!
Dialogue: 0,0:22:22.42,0:22:24.84,Main01,Gintoki,0000,0000,0000,,Mohla sis se mnou popovídat!
Dialogue: 0,0:22:24.84,0:22:27.36,Main01,Gintoki,0000,0000,0000,,Mohla jsi jít semnou když jsem šel čůrat!
Dialogue: 0,0:22:27.36,0:22:30.10,Main01,Gintoki,0000,0000,0000,,Budeš pořád předstírat že spíš?
Dialogue: 0,0:22:30.10,0:22:31.56,Main01,Gintoki,0000,0000,0000,,Donutím tě probudit se...
Dialogue: 0,0:22:34.75,0:22:36.92,Main01,Gintoki,0000,0000,0000,,Okay, to je dobrý.
Dialogue: 0,0:22:36.92,0:22:37.77,Main01,Gintoki,0000,0000,0000,,Tak pojď!
Dialogue: 0,0:22:37.77,0:22:38.78,Main01,Gintoki,0000,0000,0000,,Jako bys byla připravena zemřít!
Dialogue: 0,0:22:38.78,0:22:41.09,Main01,Gintoki,0000,0000,0000,,jestli mě chceš praštit, měla bys mě raději kopnout!
Dialogue: 0,0:22:41.09,0:22:42.65,Main01,Gintoki,0000,0000,0000,,Ne, vážně...
Dialogue: 0,0:22:42.65,0:22:43.94,Main01,Gintoki,0000,0000,0000,,Prosím kopni mě!
Dialogue: 0,0:22:43.94,0:22:47.93,Main01,Gintoki,0000,0000,0000,,Uspěte mě někdo!
Dialogue: 0,0:24:21.51,0:24:25.26,Main01,Otae,0000,0000,0000,,Kyu-chan, šťastné **zeniny.
Dialogue: 0,0:24:25.26,0:24:26.18,Main01,Kyubei,0000,0000,0000,,The next episode...
Dialogue: 0,0:24:26.18,0:24:29.37,Main01,Kyubei,0000,0000,0000,,"That Person Looks Different From Usual During A Birthday Party."
Dialogue: 0,0:24:30.06,0:24:34.09,On Screen red,,0000,0000,0000,,[Tojo gathered everyone together to throw a surprise birthday party for Kyubei.]
Dialogue: 0,0:24:34.09,0:24:39.96,On Screen red,,0000,0000,0000,,[The truth is the characters in this show don't actually age, so just let us stick with "**th."]
Dialogue: 0,0:24:39.96,0:24:45.06,On Screen red,,0000,0000,0000,,[See you next time.]
